title,description,project_id,start_date,duration,keywords,amount_sought,amount_collected,percent_collected,category,category_url,clickthrough_url,image_url,is_indemand,product_stage,source_url
STRØM CITY: A Feature-Packed And Affordable e-Bike,"Priced from $999. The ultimate CITY e-Bike from the bicycle capital of the world, Denmark. Save 50%!",2356238,2018-04-01 11:08:28,43,e-bikes,6472791.39907145,1695026,26.18694,Transportation,/explore/transportation,/projects/strom-city-a-feature-packed-and-affordable-e-bike,"https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/kqdeyezxuotzys2i2hgr.jpg",true,null,https://www.indiegogo.com/explore/all?project_type=all&project_timing=all&sort=trending
ClickPack Pro - A Functional Anti-theft BackPack,"The ClickPack Pro anti-theft backpack is combine security, storage, convenience, comfort and beauty.",2109428,2017-05-09 23:59:59,30,backpacks,694517.724581281,1675424,241.2356,Travel & Outdoors,/explore/travel-outdoors,/projects/clickpack-pro-a-functional-anti-theft-backpack--2,"https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/s9bnls9ccguxwyvafla5.jpg",true,shipping,https://www.indiegogo.com/explore/all?project_type=all&project_timing=all&sort=trending
Sobro - A Cooler Coffee Table,"Designed with refrigerator, Bluetooth speakers, LED lights, charging ports, touch control and more.",1964819,2017-03-16 6:00:01,60,speakers bluetooth furniture,6387188.72782743,1626283,25.46164,Home,/explore/home,/projects/sobro-a-cooler-coffee-table,"https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/kpxcyl4h3kg4t6otawfe.jpg",true,shipping,https://www.indiegogo.com/explore/all?project_type=all&project_timing=all&sort=trending
LynQ: Location Tracking Even When Cell Phones Fail,"Real-time distance & direction, globally under open sky. No Phones, Maps, Networks or Monthly Fees.",2323946,2018-05-15 5:47:20,60,kids trackers family festival,7936802.13202483,1623675,20.457546666667,Travel & Outdoors,/explore/travel-outdoors,/projects/lynq-location-tracking-even-when-cell-phones-fail--2,"https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/vt1ehko3dt9blknehkqj.jpg",true,production,https://www.indiegogo.com/explore/all?project_type=all&project_timing=all&sort=trending
Zero Breeze - The World’s Coolest Portable AC Unit,"Portable, Smart, Air Conditioner that perfect for RV trips, BBQs, outdoor, 5Hrs battery use!",1908999,2016-09-29 23:59:59,30,batteries camping cars sleep dogs,28093322.9288957,1612877,5.74114,Travel & Outdoors,/explore/travel-outdoors,/projects/zero-breeze-the-world-s-coolest-portable-ac-unit,"https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/hdcs658c7s4qn5x03qbi.jpg",true,shipping,https://www.indiegogo.com/explore/all?project_type=all&project_timing=all&sort=trending
Wiral LITE - The First Easy-To-Use Cable Cam,AFFORDABLE and EASY-TO-USE Cable Cam for GoPro and cameras up to 3.3 lbs.,2258118,2017-11-01 17:00:00,45,community design first-time founders smart phones youtube,4472753.62868075,1573634,35.182666666667,Camera Gear,/explore/camera-gear,/projects/wiral-lite-the-first-easy-to-use-cable-cam,"https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/dr9ytumrjcd2yiuybtdc.jpg",true,production,https://www.indiegogo.com/explore/all?project_type=all&project_timing=all&sort=trending
SMART BELT 2.0 - The Most Crowdfunded Accessory,See why 14.000 people backed The Smart Belt 2.0!,2397193,2018-07-18 23:59:59,30,design clothing men smart watches smart phones,1095632.04077516,1569643,143.2637,Fashion & Wearables,/explore/fashion-wearables,/projects/smart-belt-2-0-the-most-crowdfunded-accessory,"https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/bh7ubfpq2d1cd3dq73kn.jpg",true,null,https://www.indiegogo.com/explore/all?project_type=all&project_timing=all&sort=trending
Fluent Forever App: THINK In Any New Language,A revolutionary method that rewires your brain. From best-selling book to most crowdfunded app ever.,2238354,2017-10-17 23:59:59,30,apps smart phones,66147783.6283675,1555227,2.35114,Productivity,/explore/productivity,/projects/fluent-forever-app-think-in-any-new-language,"https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/pqofptiiodaxi0w5ub5v.jpg",true,null,https://www.indiegogo.com/explore/all?project_type=all&project_timing=all&sort=trending
The Most Powerful Pocket-Sized PC Laptop Win 10,"The First 5” Mini PC with a 128GB SSD that runs Windows 10, and literally fits in your pocket!",2369565,2018-05-01 7:05:14,38,pc laptops computers,2164578.19808798,1553455,71.7671,Productivity,/explore/productivity,/projects/the-most-powerful-pocket-sized-pc-laptop-win-10,"https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/jtyznooeijpjatu7iwvm.jpg",true,prototype,https://www.indiegogo.com/explore/all?project_type=all&project_timing=all&sort=trending
EOZ Air - World's Most Advanced Wireless Earphones,High Resolution Audio - Bluetooth 5.0 - 52 Hours Playtime - Secure Fit - Instant Pairing - USB C,2262524,2017-11-11 23:59:59,30,headphones,5832759.47438583,1531391,26.255,Audio,/explore/audio,/projects/eoz-air-world-s-most-advanced-wireless-earphones,"https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/xxbkf3inm6ocp38avloo.jpg",true,prototype,https://www.indiegogo.com/explore/all?project_type=all&project_timing=all&sort=trending
ARIA Waterproof Earbuds: Bluetooth 5 & 32h Battery,"100% Waterproof, Bluetooth 5, 32-Hour Battery, Ultra-High Def Speakers, Noise Cancellation Earbuds",2375791,2018-05-23 9:03:38,60,bluetooth earbuds wireless headphones iphone,1637984.0487223,1489984,90.9645,Audio,/explore/audio,/projects/aria-waterproof-earbuds-bluetooth-5-32h-battery,"https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/ugpm4phw8hutvia1xyr0.jpg",true,prototype,https://www.indiegogo.com/explore/all?project_type=all&project_timing=all&sort=trending
The Lampster - A Lamp with Attitude,"The most powerful desk lamp, with 120 LEDs, controlled by mobile and by touch.",1957934,2016-12-04 23:59:59,30,other,3366126.10061019,1489577,44.251966666667,Home,/explore/home,/projects/the-lampster-a-lamp-with-attitude--3,"https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/nzfrydpgm8us7dvva4l5.jpg",true,production,https://www.indiegogo.com/explore/all?project_type=all&project_timing=all&sort=trending
bimoz - world’s lightest and smartest e-bike drive,"Easily upgrade any bicycle, less than 2 kg incl. battery, direct drive technology without gears",1667953,2016-03-16 0:57:54,60,bikes bikes e-bikes sports design apps,129325650.753455,1473027,1.139006060606,Transportation,/explore/transportation,/projects/bimoz-world-s-lightest-and-smartest-e-bike-drive,"https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/sbrto89zkgrqzyo2v7pv.jpg",true,production,https://www.indiegogo.com/explore/all?project_type=all&project_timing=all&sort=trending
Nireeka. The Most Affordable Smart eBike,"Lightweight carbon fiber frame, with smart features, powerful electric motor and affordable!",2151483,2018-02-14 10:00:06,60,bikes batteries adventure apps camping,5453788.41729533,1427071,26.1666,Transportation,/explore/transportation,/projects/nireeka-the-most-affordable-smart-ebike,"https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/x50zxaub8qtyfsywboxm.jpg",true,production,https://www.indiegogo.com/explore/all?project_type=all&project_timing=all&sort=trending
Errant: The Ultimate Everyday Backpack,"The Errant’s sleek and minimal design adapts to suit the active, the creative, and the lost.",2406971,2018-08-08 23:59:59,30,backpacks bags adventure design hiking,5049977.8182138,1419101,28.101133333333,Travel & Outdoors,/explore/travel-outdoors,/projects/errant-the-ultimate-everyday-backpack,"https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/t6elnzvb6lf4ekmvohwc.jpg",true,null,https://www.indiegogo.com/explore/all?project_type=all&project_timing=all&sort=trending
"Atom, The Smallest 4G Rugged Smartphone",Atom is a waterproof Octa-Core smartphone that will be perfect for all your outdoor activities.,2395218,2018-07-08 23:59:59,30,smart phones,5431911.56102141,1402437,25.81848,Phones & Accessories,/explore/phones-accessories,/projects/atom-the-smallest-4g-rugged-smartphone,"https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/j4w5idyuzmye0llwdtqv.jpg",true,prototype,https://www.indiegogo.com/explore/all?project_type=all&project_timing=all&sort=trending
PUP Scan : the world's fastest pocket scanner,"Receipts, books, contracts, pictures… PUP Scan allows you to scan, store and share anything.",1918821,2016-11-07 6:43:30,36,wireless,37755363.6263615,1372634,3.6356,Productivity,/explore/productivity,/projects/pup-scan-the-world-s-fastest-pocket-scanner,"https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/wne00pe7faldwsjr15eh.jpg",true,production,https://www.indiegogo.com/explore/all?project_type=all&project_timing=all&sort=trending
MUtable 2.0: The All-in-One Children Play Table,A stunning and modular table for kids from 1 to 8 years old...now with even more games & accessories,2365150,2018-04-18 23:59:59,30,kids design furniture family babies,6527451.04970442,1369454,20.979919873348,Home,/explore/home,/projects/mutable-2-0-the-all-in-one-children-play-table,"https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/rsiiyvbonmrnqlo6r9na.jpg",true,prototype,https://www.indiegogo.com/explore/all?project_type=all&project_timing=all&sort=trending
iBand: EEG headband that helps you Sleep & Dream!,"Experience lucid dreams - Improve sleep with music - Wake up refreshed, every time!",1924358,2016-10-25 23:59:59,30,sleep,10613858.9933405,1367605,12.885087326467,Health & Fitness,/explore/health-fitness,/projects/iband-eeg-headband-that-helps-you-sleep-dream,"https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/dx4e4qtyczq763f4b0xu.jpg",true,prototype,https://www.indiegogo.com/explore/all?project_type=all&project_timing=all&sort=trending
Knocki: Make Any Surface Smart,Knocki gives you control of your favorite functions through the surfaces around you.,1813206,2016-06-30 23:59:59,30,smart home iot,4148879.89241518,1356564,32.697114285714,Home,/explore/home,/projects/knocki-make-any-surface-smart--4,"https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/tqe6nkxwr1pbxyknpok8.jpg",true,null,https://www.indiegogo.com/explore/all?project_type=all&project_timing=all&sort=trending
Cycling Power Meter at a Breakthrough Price,"The power meter by IQ², the most advantageous cycling tool at a price we can all afford.",2358226,2018-05-22 23:59:59,30,bikes bluetooth sports wireless sensor,14455502.7596351,1348311,9.32732,Productivity,/explore/productivity,/projects/cycling-power-meter-at-a-breakthrough-price,"https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/ew6qsw8yqecseejs99my.jpg",true,production,https://www.indiegogo.com/explore/all?project_type=all&project_timing=all&sort=trending
Loomo: Mini Transporter Meets Robot Sidekick,"AI powered Segway with smooth ride, auto-follow, obstacle-avoidance, playful personality & much more",2299200,2018-03-06 5:40:35,50,robots,12410306.6095126,1341332,10.80821,Transportation,/explore/transportation,/projects/loomo-mini-transporter-meets-robot-sidekick,"https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/xht0c4hprdmc9k0dvleq.jpg",true,shipping,https://www.indiegogo.com/explore/all?project_type=all&project_timing=all&sort=trending
Ovis: 1st AI-Powered Suitcase Following by Side,All Airlines Friendly | Auto Follow | TUMI's Top Manufacturer | Charge On-The-Go | Anti-Lost Alarm,2355179,2018-05-29 5:16:04,60,bags luggage men professional robots,2177613.50319559,1326772,60.9278,Travel & Outdoors,/explore/travel-outdoors,/projects/ovis-1st-ai-powered-suitcase-following-by-side,"https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/zwcati6geueqdpvr7ah6.jpg",true,production,https://www.indiegogo.com/explore/all?project_type=all&project_timing=all&sort=trending
Rite Press -The 'No Mess' French Press,"Create amazing, full-flavored coffee and tea at home with effortless cleanup in under 4 minutes.",2373236,2018-05-02 23:59:59,30,coffee kitchen,2134205.13177222,1303994,61.09975,Food & Beverages,/explore/food-beverages,/projects/rite-press-the-no-mess-french-press--5,"https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/q3azqmdq0wfr8nrvqp8x.jpg",true,null,https://www.indiegogo.com/explore/all?project_type=all&project_timing=all&sort=trending
Good Night Stories for Rebel Girls,"A book that inspires girls with the stories of 100 great women, from Elizabeth I to Serena Williams.",1759114,2016-05-24 23:59:59,30,kids books female founders social innovations,7622358.32886826,1287443,16.89035,Writing & Publishing,/explore/writing-publishing,/projects/good-night-stories-for-rebel-girls,"https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/jpnzuxxn13cgutkc7bxi.jpg",true,null,https://www.indiegogo.com/explore/all?project_type=all&project_timing=all&sort=trending
Mindset: smart headphones that improve your focus,"Mindset's EEG headphones coach you to reach deeper levels of concentration.
Audio powered by Onkyo.",2084275,2017-04-03 23:59:59,30,headphones wireless iot professional,11366871.0952076,1188054,10.4519,Fashion & Wearables,/explore/fashion-wearables,/projects/mindset-smart-headphones-that-improve-your-focus,"https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/m1husvcmodpe8x0bkejr.jpg",true,prototype,https://www.indiegogo.com/explore/all?project_type=all&project_timing=all&sort=trending
Scrambler: Best electric motorbike on the market!,Juiced Bikes brings more features for less money! Style and modern tech put you ahead of the PACK!,2364288,2018-07-10 9:50:48,44,bikes e-bikes adventure design motorcycles,5038930.60311241,1187295,23.56244,Transportation,/explore/transportation,/projects/scrambler-best-electric-motorbike-on-the-market,"https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/hfw50xh4ytet6a1gzrgo.jpg",true,production,https://www.indiegogo.com/explore/all?project_type=all&project_timing=all&sort=trending
Air NANO Stunning HiFi True Wireless Headphones,"HiFi Sound, 2.5x Faster Bluetooth 5.0, Secure Fit, In-Ear Mic, 12 HR Charging Pod: 10 Vibrant Colors",2255955,2017-11-16 8:39:11,32,earbuds,5914279.53055511,1185968,20.05262,Audio,/explore/audio,/projects/air-nano-stunning-hifi-true-wireless-headphones,"https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/tbfrntzm9n8jnkynpmeb.jpg",true,shipping,https://www.indiegogo.com/explore/all?project_type=all&project_timing=all&sort=trending
Smartduvet: Dual-Zone Temp Self-Making Bed,Convert your Existing Bed into a Dual-Zone Climate-Controlled Self-Making Bed.,2067547,2017-06-14 6:55:59,30,other,3380013.64860273,1183745,35.0219,Home,/explore/home,/projects/smartduvet-dual-zone-temp-self-making-bed,"https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/tg4hfeszngqj5xld0xwp.jpg",true,production,https://www.indiegogo.com/explore/all?project_type=all&project_timing=all&sort=trending
RIVER: Smart Power Systems & Solar Charging,"Portable Power Stations, so you can #PowerAFreeLife",2001745,2017-04-12 5:34:37,57,batteries solar camping chargers smart home,3510143.02371476,1165027,33.1903,Energy & Green Tech,/explore/energy-green-tech,/projects/river-smart-power-systems-solar-charging,"https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/dmlgxdwxzibxik6wwlv8.jpg",true,production,https://www.indiegogo.com/explore/all?project_type=all&project_timing=all&sort=trending
Vessi - The World's First Waterproof Knit Shoes,"A stylish, waterproof, breathable and lightweight sneaker that keeps your feet dry.",2310993,2018-01-10 23:59:59,30,design shoes,2265536.70664792,1162482,51.31155,Fashion & Wearables,/explore/fashion-wearables,/projects/vessi-the-world-s-first-waterproof-knit-shoes,"https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/kt2mao0jk8vtypjrsrai.jpg",true,null,https://www.indiegogo.com/explore/all?project_type=all&project_timing=all&sort=trending
The NOMATIC Messenger and Laptop Bags,The Most Functional Messenger and Laptop Bags Ever!,2364706,2018-04-18 23:59:59,30,bags laptops,11019743.5259579,1160606,10.53206,Travel & Outdoors,/explore/travel-outdoors,/projects/the-nomatic-messenger-and-laptop-bags,"https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/bozzjcgng5tc84nu7kye.jpg",true,null,https://www.indiegogo.com/explore/all?project_type=all&project_timing=all&sort=trending
Transformer Table 2.0 - 6 Tables In 1,Most Versatile Table You`ll Ever Own in HARDWOOD. Eat Together From 2 to 12 People.,2365028,2018-04-15 23:59:59,30,design furniture smart home,5557423.11957146,1150752,20.706575246132,Home,/explore/home,/projects/transformer-table-2-0-6-tables-in-1,"https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/m5pezbs7q7wihbzgicwe.jpg",true,null,https://www.indiegogo.com/explore/all?project_type=all&project_timing=all&sort=trending
POCKET MONKII - A Gym in your Pocket,"The World's Most Portable Fitness Device — for Travelers, Busy People, and Gym Haters.",2389527,2018-06-26 23:59:59,30,adventure,5567206.71994241,1144601,20.5597,Health & Fitness,/explore/health-fitness,/projects/pocket-monkii-a-gym-in-your-pocket,"https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/uvwk0g2x3li0phiw4pr6.jpg",true,null,https://www.indiegogo.com/explore/all?project_type=all&project_timing=all&sort=trending
eto: a beautiful innovation in wine preservation.,"Elegant decanter with patented system that keeps your wine perfect, ensuring you never waste a drop.",2154874,2017-07-04 23:59:59,30,wine design,8011881.7500435,1131907,14.127854545455,Food & Beverages,/explore/food-beverages,/projects/eto-a-beautiful-innovation-in-wine-preservation,"https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/d5f1gyy4v7vfrije7tag.jpg",true,prototype,https://www.indiegogo.com/explore/all?project_type=all&project_timing=all&sort=trending
Penna - Typewriter style Retro Bluetooth Keyboard,"2Types of keycaps developed exclusively , Cherry switch,  Multi-pairing, Macro, All O/S support",2101896,2017-05-04 23:59:59,30,iphone bluetooth keyboards design wireless,11353148.2441441,1130106,9.95412,Productivity,/explore/productivity,/projects/penna-typewriter-style-retro-bluetooth-keyboard,"https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/vu2yx9xxnfoligr0ux1u.jpg",true,production,https://www.indiegogo.com/explore/all?project_type=all&project_timing=all&sort=trending
The Bento Bag: Most Thoughtful Travel Bag Ever,"Lightweight personal item bag. Charges your phone, fits under the seat, a pocket for everything.",2377451,2018-06-01 16:32:37,74,bags luggage backpacks adventure design,1645360.36728602,1127232,68.509733333333,Travel & Outdoors,/explore/travel-outdoors,/projects/the-bento-bag-most-thoughtful-travel-bag-ever,"https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/rabmljlnlsb8jnx9eomw.jpg",true,null,https://www.indiegogo.com/explore/all?project_type=all&project_timing=all&sort=trending
"iGulu - Smart, Automated Craft Beer Home Brewery","Selecting your own iGulu...Brew your personal style beer, taste the fun of high-tech.",1776300,2016-06-18 23:59:59,30,smart home,16054424.193346,1126083,7.01416,Food & Beverages,/explore/food-beverages,/projects/igulu-smart-automated-craft-beer-home-brewery--4,"https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/t6ggwr92tdz5fijig0po.jpg",true,concept,https://www.indiegogo.com/explore/all?project_type=all&project_timing=all&sort=trending
Evapolar 2: Smart Personal Air Conditioner,"Cools, humidifies and cleans the air creating your local perfect microclimate.",2096972,2017-04-19 10:46:42,35,smart home social innovations,10525429.6691722,1117167,10.61398,Home,/explore/home,/projects/evapolar-2-smart-personal-air-conditioner--2,"https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/d1mlpcfwfpno3lwntodq.jpg",true,production,https://www.indiegogo.com/explore/all?project_type=all&project_timing=all&sort=trending
DUO: The on-the-go dual screen laptop monitor,"Boost productivity & ability to multitask with DUO’s simple-to-use, lightweight and sleek design",2399187,2018-07-22 23:59:59,30,laptops computers professional students,4346209.5026512,1070947,24.640942857143,Productivity,/explore/productivity,/projects/duo-the-on-the-go-dual-screen-laptop-monitor--4,"https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/ghiikfdfgpwttjngqnx9.jpg",true,prototype,https://www.indiegogo.com/explore/all?project_type=all&project_timing=all&sort=trending
The World's Smallest 4K Camera - Mokacam,Compare to GoPro®. The only camera with a rotating screen and magnetic snap-on battery.,1424387,2015-11-23 6:00:11,60,sports,7895805.79113194,1053550,13.34316,Camera Gear,/explore/camera-gear,/projects/the-world-s-smallest-4k-camera-mokacam,"https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/cp97xfcliz18xmvqwx3y.jpg",true,production,https://www.indiegogo.com/explore/all?project_type=all&project_timing=all&sort=trending
Sento Towel: Incredible Upgrade for Your Bathroom,"A remarkable bath towel. Meticulous design, exceptional materials with Japanese craftsmanship.",2059059,2017-05-23 23:59:59,30,other,1211277.22398545,1049655,86.656875834446,Home,/explore/home,/projects/sento-towel-incredible-upgrade-for-your-bathroom,"https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/eq0s7a9oqeqi6uihm6ul.jpg",true,prototype,https://www.indiegogo.com/explore/all?project_type=all&project_timing=all&sort=trending
Acteon Compression Packing Cubes,Save space with two compartments to keep your clean and dirty clothes separated.,2070090,2017-03-19 23:59:59,30,bags,2811924.88061153,1046919,37.2314,Travel & Outdoors,/explore/travel-outdoors,/projects/acteon-compression-packing-cubes,"https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/snfubhbj3c77n7vyvvtx.jpg",true,prototype,https://www.indiegogo.com/explore/all?project_type=all&project_timing=all&sort=trending
THE ERGO Posture Transformer,"Effortlessly align, support and strengthen posture.",2060471,2017-04-05 23:59:59,30,other,663112.273963959,1017319,153.4158,Health & Fitness,/explore/health-fitness,/projects/the-ergo-posture-transformer,"https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/ok1mylnlx2i1p3pmeirm.jpg",true,production,https://www.indiegogo.com/explore/all?project_type=all&project_timing=all&sort=trending
Ockel Sirius A: the World's Most Versatile Mini PC,An ultra small PC with 6-inch touchscreen and battery for a full Windows 10 experience at any time.,1908572,2016-10-04 7:09:16,35,pc design,24609076.3777886,991480,4.02892,Phones & Accessories,/explore/phones-accessories,/projects/ockel-sirius-a-the-world-s-most-versatile-mini-pc,"https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/pdgtiewbkttvpgeudsw0.jpg",true,shipping,https://www.indiegogo.com/explore/all?project_type=all&project_timing=all&sort=trending
ORA: The World’s First Graphene Headphones,Advanced nano-materials for high performance audio,2166984,2017-07-12 17:00:00,76,headphones,17125303.9619609,982825,5.739022222222,Audio,/explore/audio,/projects/ora-the-world-s-first-graphene-headphones,"https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/emoqpdg4is7sihvqsima.jpg",true,prototype,https://www.indiegogo.com/explore/all?project_type=all&project_timing=all&sort=trending
AKITA- Instant Wifi Privacy for Smart Home Devices,Protect your WiFi Cameras & Devices from Invasions and Hacks.  Meet AKITA the IOT watchdog station.,2310992,2018-01-11 23:59:59,30,smart home iot security wireless safety,3330912.83726173,981791,29.475133333333,Home,/explore/home,/projects/akita-instant-wifi-privacy-for-smart-home-devices,"https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/j0otrsasq7u9zazbh40d.jpg",true,prototype,https://www.indiegogo.com/explore/all?project_type=all&project_timing=all&sort=trending
OYO Gym - Transform Your Body Now,Technology replaces weights. Proven to keep NASA Astronauts fit on Space Station.,2026929,2017-02-15 23:59:59,30,apps yoga bags design,4440509.72806918,975691,21.9725,Health & Fitness,/explore/health-fitness,/projects/oyo-gym-transform-your-body-now,"https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/adu5cfriqytr8f12pazx.jpg",true,shipping,https://www.indiegogo.com/explore/all?project_type=all&project_timing=all&sort=trending
The Ultimate Boardgame Backpack,The most comfortable & convenient game bag ever created to protect your board games on the go!,2394209,2018-07-10 23:59:59,30,bags fantasy luggage other,5181239.59690843,963723,18.60024,Tabletop Games,/explore/tabletop-games,/projects/the-ultimate-boardgame-backpack,"https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/j9yncnkaysbqdj8fem1i.jpg",true,null,https://www.indiegogo.com/explore/all?project_type=all&project_timing=all&sort=trending
N-Tech: World’s First All-In-One Portable Smart 4K,"Wireless, stackable, smart 4K projector. Swivel 360°, powerful sound, built-in storage, 3D capable.",2335690,2018-02-06 7:05:32,45,other,3094231.13507274,956386,30.90868,Home,/explore/home,/projects/n-tech-world-s-first-all-in-one-portable-smart-4k--3,"https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/unmtavk8w8h0x8dlcm4y.jpg",true,prototype,https://www.indiegogo.com/explore/all?project_type=all&project_timing=all&sort=trending
GNARBOX 2.0 SSD - Rugged backup device for cameras,The most powerful portable workflow solution for photographers and videographers.,2375308,2018-05-31 23:59:59,30,apps computers software mobile apps,7861561.81465993,950184,12.086453333333,Camera Gear,/explore/camera-gear,/projects/gnarbox-2-0-ssd-rugged-backup-device-for-cameras,"https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/jjxyaytlb1qldx8v3coi.jpg",true,null,https://www.indiegogo.com/explore/all?project_type=all&project_timing=all&sort=trending
NATEDE: the Amazing Smart Natural Air Purifier,"NATEDE by Clairy combines Nature, Technology and Design to remove Indoor Pollution and to analyse it",2385318,2018-06-10 23:59:59,30,air purifiers design smart home apps family,6183808.42453156,946458,15.305422403536,Energy & Green Tech,/explore/energy-green-tech,/projects/natede-the-amazing-smart-natural-air-purifier,"https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/te4trmzkzqfdwwqnegqh.jpg",true,prototype,https://www.indiegogo.com/explore/all?project_type=all&project_timing=all&sort=trending
B&B PURE: customized headphones that adjust to you,The innovative and customizable headphone that adjusts to your unique hearing profile.,2403388,2018-07-29 23:59:59,30,headphones,10881774.7499673,944700,8.681488283911,Audio,/explore/audio,/projects/b-b-pure-customized-headphones-that-adjust-to-you,"https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/zzlpnagbntqktmlivzis.jpg",true,prototype,https://www.indiegogo.com/explore/all?project_type=all&project_timing=all&sort=trending
